Scientific Name,Family,Genus,Species,CommonName,CS,1-CS,AOO,1-AOO,RCS,RCS.sd,# GBIF occurrence points post-filtering,# records from IcthyMaps,#HUC-8 from IcthyMaps,#HUC-8s from GBIF records,#HUC-12 from GBIF records,acceptedauthorityapi,scientificnames_submitted,statelist_2005,statelist_2015,Status,SCS Listing,InDistributionModelList,Species Conservation List,NAS occurrence,NASLink,AOO_1km_buffer,AOO_5km_buffer,AOO_10km_buffer,AOO_20km_buffer,EOO_MCP,AOO_HUC12,AOO_HUC8,Rank_1km_Buffer,Rank_5km_buffer,Rank_10km_buffer,Rank_20km_buffer,Rank_MCP,Rank_HUC12,Rank_HUC8,Mean Rank,SD Rank,Standardized mean rank (Z-score),CVRank,NatureServe_Range Size,NatureServe Rank,logBuffer1km,logBuffer5km,logBuffer100km,logBuffer20km,logHUC8,logHUC12,logMCP,logNatureServe,Justication if GBIF # records<50,Nomenclature changes,Other notes,SID,ALTSID,NOTES,FID,GID,ITISTSN,OTHERNAMES,NATIVE,MAXTL,MATUAGE,LONGEVITY,FECUNDITY,SERIAL,SEASON,A_1_1,A_1_2,A_1_3A,A_1_3B,A_1_3C,A_1_4,A_1_5,A_1_6,A_2_3A,A_2_3B,A_2_3C,A_2_4A,A_2_4C,B_1_3A,B_1_4,B_2_2,B_2_3A,B_2_3B,B_2_4,B_2_5,B_2_6,B_2_7A,B_2_7B,B_2_7C,C1_3_4_C24,LISTED,REASON,dietary breadth,niche breadth
Cyprinella labrosa,Cyprinidae,Cyprinella,labrosa,thicklip chub,0.232195954,0.767804046,0.026880261,0.973119739,0.870461893,0.051182495,137,45,6,8,63,http://services.itis.gov/?q=tsn:163786,Cyprinella labrosa,"South Carolina,Virginia",South Carolina,1,0,FALSE,,No,,286.9932355,4782.241544,12263.36944,25860.28279,27176.61838,5702.052055,34714.57,57,54,45,37,29,47,30,42.71429,11.08624,0.330691,25.95441,57033.72866,31,2.457872,3.679632,4.08861,4.412633,4.540512,3.756031,4.434195,4.756132,,,,Clabrosa,Hlabrosa,380,Cyprinid,Cyprinel,163786,.,1,5,1.5,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,9
Hemitremia flammea,Cyprinidae,Hemitremia,flammea,flame chub,0.211364816,0.788635184,0.044792903,0.955207097,0.87192114,0.064538624,315,201,22,12,78,http://services.itis.gov/?q=tsn:163563,Hemitremia flammea,"Georgia,Tennessee","Georgia,Tennessee",1,0,FALSE,,No,,600.1002322,7524.838661,17153.1115,36090.10118,53119.73701,8825.877613,50771.99,82,68,58,51,35,59,39,56,16.26858,0.436014,29.05103,80860.37334,39,2.778224,3.876497,4.234343,4.557388,4.705624,3.945758,4.725256,4.907736,,,,Hflammea,Hflammea,375,Cyprinid,Hemitrem,163563,.,1,7.2,NA,2.5,800,1,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,11
Leptolucania ommata,Fundulidae,Leptolucania,ommata,pygmy killifish,0.159534949,0.840465051,0.090463002,0.909536998,0.875001025,0.020947727,325,98,33,31,164,http://services.itis.gov/?q=tsn:165696,Leptolucania ommata,Mississippi,Mississippi,1,0,FALSE,,No,,739.7534377,12979.70209,35021.19245,75240.19318,155665.1175,21022.31672,127725.86,88,86,83,74,56,83,67,76.71429,11.71487,0.600227,15.27078,135672.7307,57,2.869087,4.113265,4.544331,4.87645,5.106279,4.322681,5.192191,5.132493,,,,Lommata,Lommata,448,Fundulid,Leptoluc,165696,.,1,2.7,0.8,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,8
Atractosteus spatula,Lepisosteidae,Atractosteus,spatula,alligator Gar,0.21478389,0.78521611,0.029335797,0.970664203,0.877940157,0.039679075,480,119,84,20,27,http://services.itis.gov/?q=tsn:201897,"Atractosteus spatula,Lepisosteus spatula","Arkansas,Florida,Kentucky,Mississippi,Missouri,Oklahoma,Tennessee","Arkansas,Florida,Illinois,Kentucky,Mississippi,Missouri,Ohio,Oklahoma,Tennessee,Texas",1,0,TRUE,,Yes,https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=755,178.0166639,2319.603378,8016.235219,28247.2872,483277.012,4921.49437,77509.53,37,28,34,39,79,41,48,43.71429,16.73035,0.338618,38.27205,416944.6493,91,2.250461,3.365414,3.90397,4.450977,4.889355,3.692097,5.684196,5.620078,,,,Aspatula,Aspatula,37,Lepisost,Atractos,201897,.,1,305,11,50,200000,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8
Erimyzon tenuis,Catostomidae,Erimyzon,tenuis,sharpfin chubsucker,0.139698972,0.860301028,0.100820129,0.899179871,0.879740449,0.007215616,558,390,45,34,200,NA,NA,NA,NA,0,0,FALSE,,No,,1068.147818,16704.30629,40757.47987,83241.52644,133165.7164,20964.03789,122031.9,95,90,89,79,52,82,65,78.85714,15.33437,0.617214,19.44576,134189.7461,55,3.028631,4.222828,4.610207,4.92034,5.086473,4.321475,5.124392,5.127719,,,,Etenuis,Etenius,295,Catostom,Erimyzon,163926,.,1,40,3,8,10000,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
Entosphenus similis,Petromyzontidae,Entosphenus,similis,Klamath river lamprey,0.21165341,0.78834659,0.007183403,0.992816597,0.890581594,0.056650398,60,7,3,3,15,http://services.itis.gov/?q=tsn:914058,"Entosphenus similis,Lampetra similis",California,California,1,0,FALSE,,No,,79.71689114,1324.801846,3933.722575,10124.99209,7809.54099,1672.037099,13394.73,11,10,10,11,14,9,11,10.85714,1.573592,0.078143,14.49361,13344.64403,9,1.90155,3.122151,3.594804,4.005395,4.126934,3.223246,3.892626,4.125307,,Former name: Lampetra similis,Lampetra similis in NatureServe (note from MC Mims: also downnloaded as E. similis when downloaded in bulk by J. Smith),,,NA,,,NA,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregonichthys crameri,Cyprinidae,Oregonichthys,crameri,Oregon chub,0.205490289,0.794509711,0.010553741,0.989446259,0.891977985,0.061175988,184,30,8,7,23,http://services.itis.gov/?q=tsn:163879,Oregonichthys crameri,Oregon,Oregon,1,0: delisted due to recovery,FALSE,,No,,117.3399884,1764.403278,5091.544312,12527.89388,9793.19831,2122.649196,19075.09,24,18,15,17,18,13,19,17.71429,3.450328,0.132503,19.47766,30704.91051,18,2.069446,3.246598,3.70685,4.097878,4.280467,3.326878,3.990925,4.487208,,Hybopsis crameri,,Ocrameri,Ocrameri,619,Cyprinid,Oregonic,163879,.,1,9,1,2,300,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,9
Moxostoma ariommum,Catostomidae,Moxostoma,ariommum,bigeye jumprock,0.205577132,0.794422868,0.009574175,0.990425825,0.892424346,0.050724133,55,13,4,2,24,http://services.itis.gov/?q=tsn:163934,"Moxostoma ariommum,Scartomyzon ariommus","North Carolina,Virginia","North Carolina,Virginia",1,0,FALSE,,No,,133.6768365,1968.304718,4886.504384,10594.44705,4848.647748,2497.123876,10653.73,26,21,14,13,9,20,7,15.71429,6.872998,0.116648,43.73726,15674.05895,11,2.126056,3.294092,3.688998,4.025078,4.027502,3.39744,3.685621,4.195181,,,,Mariommu,Mariommu,468,Catostom,Moxostom,163934,.,1,20,3,7.5,NA,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12
Notropis wickliffi,Cyprinidae,Notropis,wickliffi,channel shiner,0.202552582,0.797447418,0.011718774,0.988281226,0.892864322,0.064845369,74,17,9,6,17,http://services.itis.gov/?q=tsn:163491,Notropis wickliffi,,"Arkansas,Iowa",1,0,FALSE,,No,,82.5624505,1776.329319,5999.719644,18160.24243,126330.4705,2350.656013,24743.45,12,19,26,29,51,17,26,25.71429,12.64535,0.195923,49.17634,60806.73388,34,1.916783,3.249523,3.778131,4.259122,4.39346,3.371189,5.101508,4.783952,,,,,,NA,,,NA,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocomis effusus,Cyprinidae,Nocomis,effusus,redtail chub,0.199971035,0.800028965,0.012627988,0.987372012,0.893700488,0.072678134,35,150,15,7,18,NA,NA,NA,NA,0,0,FALSE,,No,,87.53541908,1616.322623,5187.843463,15724.1775,22215.88026,1759.768977,34717.77,13,14,16,25,25,10,31,19.14286,7.81939,0.143828,40.84756,34663.79759,22,1.942184,3.208528,3.714987,4.196568,4.540552,3.245456,4.346664,4.539876,Species included to maintain geographic representation of the Mississippi region,,,Neffusus,Neffusus,539,Cyprinid,Nocomis,163396,.,1,23,2.5,5,1000,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9
Pteronotropis signipinnis,Cyprinidae,Pteronotropis,signipinnis,flagfin shiner,0.109071939,0.890928061,0.103363782,0.896636218,0.89378214,0.010138562,906,245,20,26,221,http://services.itis.gov/?q=tsn:201942,Pteronotropis signipinnis,Louisiana,Louisiana,1,0,FALSE,,No,,1437.283513,18766.23942,39368.84389,67759.198,80960.1777,22838.57582,83116.03,103,95,87,71,44,85,51,76.57143,22.22504,0.599094,29.02524,81178.26332,40,3.157542,4.273377,4.595153,4.830968,4.919685,4.358669,4.908271,4.90944,,,,Psignipi,Psignipi,704,Cyprinid,Pteronot,201942,.,1,7,1,2,500,1,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
Noturus placidus,Ictaluridae,Noturus,placidus,Neosho Madtom,0.197552198,0.802447802,0.011674027,0.988325973,0.895386887,0.026017897,63,13,8,7,22,http://services.itis.gov/?q=tsn:164023,Noturus placidus,"Kansas,Missouri,Oklahoma","Kansas,Missouri,Oklahoma",2,2,FALSE,,No,,100.2408909,1786.063131,5514.984661,14162.87195,22659.34984,2371.533686,23767.14,18,20,21,22,26,19,25,21.57143,2.992053,0.16308,13.87044,36122.12277,25,2.001045,3.251897,3.741544,4.151151,4.375977,3.375029,4.355247,4.557773,,,,Nplacidu,Nplacidu,584,Ictaluri,Noturus,164023,.,1,7,1,2,60,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,7
Chologaster cornuta,Amblyopsidae,Chologaster,cornuta,swampfish,0.117105946,0.882894054,0.082938058,0.917061942,0.899977998,0.014319901,239,413,54,36,162,http://services.itis.gov/?q=tsn:164390,Chologaster cornuta,Virginia,"Georgia,South Carolina",1,0,FALSE,,No,,642.382619,13096.66827,37632.27196,81990.73268,119622.7934,15072.00203,131235.63,85,87,86,77,50,76,68,75.57143,13.17646,0.591166,17.43577,149360.0968,58,2.807794,4.117161,4.57556,4.913765,5.118052,4.178171,5.077814,5.174235,,,,Ccornuta,Ccornuta,73,Amblyops,Chologas,164390,.,1,6.8,1,3,426,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11
Moxostoma robustum,Catostomidae,Moxostoma,robustum,robust redhorse,0.18332635,0.81667365,0.015016851,0.984983149,0.900828399,0.049144185,90,182,23,9,16,http://services.itis.gov/?q=tsn:163945,Moxostoma robustum,"Georgia,North Carolina,South Carolina,Virginia","Georgia,North Carolina,South Carolina",1,3,FALSE,,No,,98.23251982,1551.917532,5276.060586,17243.69426,69772.82186,1865.412258,44203.86,17,12,18,27,42,11,36,23.28571,12.05148,0.17667,51.75481,56193.22158,30,1.992255,3.190869,3.72231,4.23663,4.64546,3.270775,4.843686,4.749684,,,,Mrobustu,Mrobustu,498,Catostom,Moxostom,163945,smallfin redhorse,1,71,5.5,27,NA,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14
Ictalurus lupus,Ictaluridae,Ictalurus,lupus,Headwater catfish,0.187943975,0.812056025,0.002744999,0.997255001,0.904655513,0.049034575,15,70,26,2,5,http://services.itis.gov/?q=tsn:164001,Ictalurus lupus,"New Mexico,Texas",Texas,1,0,FALSE,,No,,21.07663703,375.6750041,1132.362669,3509.966212,1062.230493,638.5965043,13610.4,2,2,2,2,2,2,12,3.428571,3.779645,0.019253,110.2396,75295.17722,38,1.323801,2.574812,3.053986,3.545303,4.133871,2.805227,3.026219,4.876767,Species included to maintain geographic representaiton of the Mississippi region,,,Ilupus,Ilupus,404,Ictaluri,Ictaluru,164001,.,1,37,3,9,4000,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,5,14
Percina gymnocephala,Percidae,Percina,gymnocephala,Appalachia darter,0.171591943,0.828408057,0.0120361,0.9879639,0.908185978,0.036063729,86,209,14,3,31,http://services.itis.gov/?q=tsn:168484,Percina gymnocephala,"Virginia,West Virginia","North Carolina,Virginia,West Virginia",1,0,FALSE,,No,,179.2892199,2191.520332,5342.387801,13937.1272,18281.52728,2589.438788,15290.12,38,26,19,21,24,22,15,23.57143,7.276839,0.178935,30.87144,19991.17384,13,2.253554,3.340746,3.727735,4.144173,4.184411,3.413206,4.262012,4.300838,,,,Pgymnoce,Pgymnoce,663,Percidae,Percina,168484,.,1,9.6,2,3,300,0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
Microgadus tomcod,Gadidae,Microgadus,tomcod,Atlantic tomcod,0.178277638,0.821722362,0.002962684,0.997037316,0.909379839,0.043187464,12,29,13,4,7,https://www1.usgs.gov/csas/swap/species_view.html?sciname=Microgadus%20tomcod,Microgadus tomcod,"New York, Conneticut, Rhode Island","New York, Conneticut, Rhode Island, Delaware, New Jersey, ",1,0,FALSE,,No,,22.87087402,547.0248753,2144.53037,7693.28931,14472.08346,923.1207249,9615.96,3,3,4,7,22,3,5,6.714286,6.897204,0.0453,102.7243,43719.21822,27,1.359283,2.738007,3.331332,3.886112,3.982993,2.965259,4.160531,4.640672,Species included to maintain taxonomic representation of the family group ,,"New species added in July 2018, increasing initial dataset from 124 to 129 species",,,NA,,,NA,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noturus albater,Ictaluridae,Noturus,albater,Ozark matdom,0.158412354,0.841587646,0.01763816,0.98236184,0.911974743,0.026722934,97,79,13,7,35,NA,NA,NA,NA,0,0,TRUE,,No,,140.0924676,2748.182758,8596.718088,23240.65924,24819.01899,3170.775513,33841.91,27,34,37,35,27,32,29,31.57143,3.994043,0.242356,12.65082,33925.54526,20,2.146415,3.439046,3.934333,4.366248,4.529455,3.501165,4.394785,4.530527,,,,Nalbater,Nalbater,506,Ictaluri,Noturus,164006,.,1,12,2,3.5,150,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10
Elassoma okefenokee,Elassomatidae,Elassoma,okefenokee,bluebarred pygmy sunfish,0.12158337,0.87841663,0.04804844,0.95195156,0.915184095,0.019751129,166,82,32,14,76,NA,NA,NA,NA,0,0,FALSE,,No,,325.5760365,6310.645315,17905.65543,41565.60823,54736.55875,13122.72055,70672.6,60,60,61,56,36,70,47,55.71429,11.05613,0.433749,19.84434,81999.47983,41,2.512652,3.800074,4.25299,4.618734,4.849251,4.118024,4.738277,4.913811,,,,Eokefeno,Eokefeno,257,Elassoma,Elassoma,168170,.,1,3.4,NA,NA,25,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Fundulus rathbuni,Fundulidae,Fundulus,rathbuni,Speckled killifish,0.123765079,0.876234921,0.043617708,0.956382292,0.916308607,0.048032291,295,157,12,10,107,http://services.itis.gov/?q=tsn:165665,Fundulus rathbuni,Virginia,Virginia,1,0,FALSE,,No,,562.0950184,7883.152374,18186.62564,34380.28813,32901.73979,9360.183459,43110.01,79,72,62,48,32,62,35,55.71429,17.96955,0.433749,32.25304,55976.38842,29,2.74981,3.8967,4.259752,4.53631,4.634578,3.971284,4.517219,4.748005,,,,Frathbun,Frathbun,334,Fundulid,Fundulus,165665,.,1,9.6,1.5,3,300,1,1.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
Ammocrypta meridiana,Percidae,Ammocrypta,meridiana,southern sand darter,0.105046909,0.894953091,0.0611675,0.9388325,0.916892796,0.00637809,458,277,19,18,126,NA,NA,NA,NA,0,0,FALSE,,No,,692.5096243,9698.828233,25111.31369,51186.85224,60316.69151,13370.68889,67512.25,86,78,71,61,41,73,46,65.14286,16.64761,0.508494,25.55554,69979.562,37,2.840426,3.986719,4.399869,4.709158,4.829383,4.126154,4.780438,4.844971,,,,Ameridia,Emeridia,240,Percidae,Ammocryp,168516,.,1,5.8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,6
Catostomus snyderi,Catostomidae,Catostomus,snyderi,Klamath largescale sucker,0.14725321,0.85274679,0.014032892,0.985967108,0.919356949,0.026426508,87,13,5,5,25,http://services.itis.gov/?q=tsn:163913,Catostomus snyderi,California,California,1,0,FALSE,,No,,149.7360609,2522.137215,6702.272227,14270.54696,8289.575824,3098.450031,21291.51,30,32,29,24,16,31,20.5,26.07143,6.058249,0.198754,23.23712,35331.25376,23,2.175326,3.401769,3.826222,4.154441,4.328206,3.491144,3.918532,4.548159,,,,Csnyderi,Csnyderi,146,Catostom,Catostom,163913,.,1,55,5,41,65000,0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,9
Ameiurus serracanthus,Ictaluridae,Ameiurus,serracanthus,Spotted bullhead,0.12713722,0.87286278,0.02584183,0.97415817,0.923510475,0.014390631,130,32,8,13,41,http://services.itis.gov/?q=tsn:164047,Ameiurus serracanthus,"Florida,Georgia","Florida,Georgia",1,0,FALSE,,No,,195.2565507,3303.553841,10268.89228,30263.03571,57346.27819,4033.638908,56955.59,43,41,40,42,39,37,44,40.85714,2.410295,0.315968,5.899324,66343.58338,36,2.290606,3.518981,4.011524,4.480912,4.755536,3.605697,4.758505,4.821799,,Former name: Ictalurus serracanthus,changed HUC8 from 8 to 13 due to multiple scientific names for species18Jan2018,Aserraca,Aserraca,36,Ictaluri,Ameiurus,164047,.,1,28,3,6,1742,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,10
Notropis alborus,Cyprinidae,Notropis,alborus,whitemouth shiner,0.09496088,0.90503912,0.04563545,0.95436455,0.929701835,0.009682413,344,161,16,12,106,http://services.itis.gov/?q=tsn:163422,Notropis alborus,"South Carolina,Virginia","South Carolina,Virginia",1,0,FALSE,,No,,640.1182966,8889.118959,17465.78999,30014.12541,27945.96784,9090.423989,47532.24,84,74,59,40,30,61,38,55.14286,19.97022,0.429219,36.21542,55184.38611,28,2.80626,3.948859,4.242188,4.477326,4.676988,3.958584,4.446319,4.741816,,,,Nalborus,Nalborus,508,Cyprinid,Notropis,163422,.,1,6,1,2,500,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13
Chasmistes brevirostris,Catostomidae,Chasmistes,brevirostris,shortnose sucker,0.123046671,0.876953329,0.015884766,0.984115234,0.930534281,0.027510748,324,6,4,5,23,http://services.itis.gov/?q=tsn:163961,Chasmistes brevirostris,"California,Oregon","California,Oregon",3,1,FALSE,,No,,264.3804542,2322.164499,5824.299616,12906.68358,7244.456111,2783.470777,21291.51,53,29,23,18,12,26,20.5,25.92857,13.14797,0.197622,50.70841,22831.39987,16,2.422229,3.365893,3.765244,4.110815,4.328206,3.444587,3.860006,4.358533,,,,Cbreviro,Cbreviro,58,Catostom,Chasmist,163961,.,1,50,6.5,35,46000,0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,9
Etheostoma bellum,Percidae,Etheostoma,bellum,orangefin darter,0.124994664,0.875005336,0.010261656,0.989738344,0.93237184,0.037921598,54,111,4,2,29,http://services.itis.gov/?q=tsn:168374,Etheostoma bellum,Tennessee,Tennessee,1,0,FALSE,,No,,124.959843,1996.950641,5212.154995,11185.10676,6160.233772,2507.083865,13999.98,25,22,17,14,11,21,13,17.57143,5.223573,0.13137,29.72765,14026.92159,10,2.09677,3.300367,3.717017,4.04864,4.146127,3.399169,3.789597,4.146962,,,,Ebellum,Ebellum,181,Percidae,Etheosto,168374,.,1,8.6,1,NA,41,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,7
Cottus princeps,Cottidae,Cottus,princeps,Klamath Lake sculpin,0.122800135,0.877199865,0.008588189,0.991411811,0.934305838,0.030462741,73,3,2,4,11,NA,NA,NA,NA,0,0,FALSE,,No,,145.0222772,1162.115984,2540.158032,6142.115785,3498.892039,1529.931611,17604.92,28,9,7,4,5,7,18,11.14286,8.745067,0.080408,78.48137,21234.35296,15,2.161435,3.065249,3.404861,3.788318,4.245634,3.184672,3.543931,4.327039,,,,Cprincep,Cprincep,132,Cottidae,Cottus,167250,.,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,9
Pteronotropis euryzonus,Cyprinidae,Pteronotropis,euryzonus,broadstripe shiner,0.113317596,0.886682404,0.010547295,0.989452705,0.938067554,0.009365395,82,32,3,2,29,http://services.itis.gov/?q=tsn:201939,Pteronotropis euryzonus,"Alabama,Georgia","Alabama,Georgia",1,0,FALSE,,No,,146.2835386,2158.727604,6313.764593,14227.81585,8002.659565,2328.814149,10586.32,29,25,27,23,15,16,6,20.14286,8.173709,0.151755,40.5787,10655.52007,4,2.165195,3.334198,3.800288,4.153138,4.024745,3.367135,3.903234,4.027575,,,,Peuryzon,Peuryzon,657,Cyprinid,Pteronot,201939,.,1,7.5,0.5,2,800,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,14
Fundulus bifax,Fundulidae,Fundulus,bifax,Stippled studfish,0.092256955,0.907743045,0.009263644,0.990736356,0.949239701,0.005362678,83,21,4,4,17,http://services.itis.gov/?q=tsn:165671,Fundulus bifax,Georgia,Georgia,1,0,FALSE,,No,,90.35375099,1634.544539,4290.447578,9573.343996,4645.048703,2318.021174,17228.73,14,15,11,8,7,15,17,12.42857,3.823486,0.0906,30.76368,17130.3411,12,1.955946,3.213397,3.632503,3.981064,4.236253,3.365117,3.66699,4.233766,,,,Fbifax,Fbifax,316,Fundulid,Fundulus,165671,.,1,14.5,1,NA,240,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,3,1,9
Cyprinella lepida,Cyprinidae,Cyprinella,lepida,Plateau shiner,0.089501838,0.910498162,0.007204032,0.992795968,0.951647065,0.017247313,146,35,8,2,20,http://services.itis.gov/?q=tsn:163790,Cyprinella lepida,Texas,Texas,1,0,FALSE,,No,,102.2884536,1581.741345,4377.359752,9836.134264,4711.442765,1877.941336,8178.43,19,13,12,10,8,12,3,11,4.898979,0.079275,44.53618,12968.87194,8,2.009827,3.199135,3.641212,3.992824,3.91267,3.273682,3.673154,4.112902,,,,Clepida,Clepida,102,Cyprinid,Cyprinel,163790,Edwards Plateau shiner,1,7.5,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,3,0,6
Semotilus lumbee,Cyprinidae,Semotilus,lumbee,sandhills chub,0.073138346,0.926861654,0.016776185,0.983223815,0.955042734,0.041972271,92,296,20,8,33,http://services.itis.gov/?q=tsn:163377,Semotilus lumbee,"North Carolina,South Carolina","North Carolina,South Carolina",1,0,FALSE,,No,,203.7268877,2767.831055,5893.850504,11788.33735,5245.860147,2928.429302,31782.6,46,35,25,15,10,27,28,26.57143,11.98412,0.202718,45.10151,36003.78731,24,2.309048,3.44214,3.770399,4.071453,4.502189,3.466635,3.719817,4.556348,,,,Slumbee,Slumbee,743,Cyprinid,Semotilu,163377,.,1,20,2,5,5000,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7
Lythrurus snelsoni,Cyprinidae,Lythrurus,snelsoni,Ouachita shiner,0.075735802,0.924264198,0.013899276,0.986100724,0.955182461,0.007416053,80,5,1,3,39,http://services.itis.gov/?q=tsn:163859,"Lythrurus snelsoni,Lythurus snelsoni","Arkansas,Oklahoma","Arkansas,Oklahoma",1,0,TRUE,,No,,208.1341048,2968.9619,5877.330891,10186.06934,4344.004036,3943.572422,10981.69,47,38,24,12,6,36,8,24.42857,16.28759,0.18573,66.67436,10959.68217,5,2.318343,3.472605,3.76918,4.008007,4.040669,3.59589,3.63789,4.039798,,,,Lsnelson,Nsnelson,599,Cyprinid,Lythruru,163859,Ouachita mountain shiner,1,5.1,1,2,200,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,3,3,10
Notropis cahabae,Cyprinidae,Notropis,cahabae,Cahaba shiner,0.08076999,0.91923001,0.003943106,0.996056894,0.957643452,0.006079656,59,15,1,2,10,http://services.itis.gov/?q=tsn:163480,Notropis cahabae,Alabama,Alabama,3,1,FALSE,,No,,56.22656238,821.9863437,2420.137833,6347.491566,1932.21145,1203.924663,7858.51,6,5,5,5,3,5,2,4.428571,1.397276,0.02718,31.5514,7916.834573,2,1.749942,2.914865,3.38384,3.802602,3.89534,3.080599,3.286055,3.898552,,,,Ncahabae,Ncahabae,529,Cyprinid,Notropis,163480,.,1,5.1,1,2,280,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,4,7
